image,width,height,used_by_pages
_iaclip00028.png,737,527,1
_iaclip00028_zoom85.png,626,448,1
_iaclip00029.png,1171,482,1
_iaclip00029_zoom90.png,1054,434,1
_iaclip0003.png,331,327,1
_iaclip00030.png,736,445,4
_iaclip00035_zoom95.png,694,485,1
_iaclip00037.png,885,551,2
_iaclip00038.png,883,538,1
_iaclip00039_zoom90.png,883,548,1
_iaclip0004.png,333,326,1
_iaclip00040_zoom90.png,881,559,1
_iaclip00041.png,899,581,1
_iaclip00043.png,999,591,1
_iaclip00044.png,862,580,1
_iaclip00045.png,279,269,1
_iaclip00046.png,301,241,1
_iaclip00047.png,299,189,1
_iaclip00048.png,303,199,1
_iaclip00049.png,303,239,1
_iaclip00050.png,302,258,1
_iaclip00051.png,303,177,1
_iaclip00052.png,303,222,1
_iaclip00053.png,300,186,1
_iaclip00054.png,305,223,1
_iaclip00055.png,303,202,1
_iaclip00056.png,303,256,1
_iaclip00057.png,303,304,1
_iaclip00058.png,616,227,1
_iaclip0005_zoom50.png,588,268,1
_iaclip0006.png,1106,672,2
_iaclip00060.png,656,267,1
_iaclip00061.png,606,240,1
_iaclip00062.png,609,184,1
_iaclip00063.png,678,185,1
_iaclip00069.png,17,16,1
_iaclip0006_zoom50.png,553,336,1
_iaclip0007.png,1045,554,1
_iaclip00070.png,16,16,2
_iaclip00071.png,16,16,2
_iaclip00072.png,16,16,2
_iaclip00073.png,16,15,1
_iaclip00074.png,16,16,2
_iaclip00075.png,16,16,2
_iaclip00076.png,16,16,2
_iaclip00077.png,17,19,1
_iaclip00078.png,16,16,2
_iaclip00079.png,16,16,2
_iaclip0007_zoom50.png,522,277,1
_iaclip00080.png,16,16,2
_iaclip00081.png,18,18,1
_iaclip00082.png,16,16,2
_iaclip00083.png,16,17,1
_iaclip00084.png,16,16,2
_iaclip00085.png,13,16,1
_iaclip00086.png,16,16,2
_iaclip00087.png,676,215,2
_iaclip00088.png,716,191,2
_iaclip00089.png,677,447,1
_iaclip0008_zoom50.png,433,216,1
_iaclip00091.png,578,167,1
_iaclip00093.png,548,339,1
_iaclip00094.png,538,366,1
_iaclip00095.png,519,324,1
_iaclip00096.png,574,317,1
_iaclip00097.png,557,520,1
_iaclip00098.png,426,126,1
_iaclip00099.png,428,137,1
_iaclip00100.png,707,712,1
_iaclip00100_zoom80.png,566,570,1
_iaclip00110.png,1030,596,1
_iaclip00111.png,807,216,1
_iaclip00119.png,782,180,2
_iaclip00120.png,202,394,2
_iaclip00121.png,106,390,2
_iaclip00122.png,1165,939,1
_iaclip00123.png,999,542,1
_iaclip00124.png,407,158,1
_iaclip00125.png,274,222,1
_iaclip00128.png,544,309,2
_iaclip00129.png,364,333,1
_iaclip00130_zoom50.png,498,332,1
_iaclip00131_zoom50.png,581,332,1
_iaclip00132.png,699,422,2
_iaclip00133.png,861,316,2
_iaclip00134.png,1171,468,2
_iaclip00135_zoom90.png,849,365,1
_iaclip00136.png,1271,372,1
_iaclip00137.png,1137,520,2
_iaclip00138.png,817,431,2
_iaclip00139.png,748,274,2
_iaclip00140.png,1006,360,2
_iaclip00141.png,747,349,2
_iaclip00142.png,748,335,2
_iaclip00143.png,746,349,2
_iaclip00144.png,747,336,1
_iaclip00145.png,748,206,2
_iaclip00146.png,786,329,2
_iaclip00148.png,468,411,1
_iaclip00149.png,468,411,1
_iaclip00150.png,468,411,1
_iaclip00151.png,821,614,1
_iaclip00154_zoom80.png,311,316,1
_iaclip00156_zoom80.png,310,318,1
_iaclip00157.png,647,276,1
_iaclip00158.png,808,650,1
_iaclip00159.png,639,354,1
_iaclip00160.png,583,353,1
_iaclip00161.png,589,354,1
_iaclip00162.png,586,354,1
_iaclip00165.png,644,488,1
_iaclip00166.png,416,341,1
_iaclip00167.png,416,341,1
_iaclip00168.png,706,446,1
_iaclip00169.png,927,570,1
_iaclip00170.png,694,340,1
_iaclip00172.png,695,341,1
_iaclip00173.png,369,316,1
_iaclip00174.png,367,314,1
_iaclip00175.png,369,315,1
_iaclip00176.png,696,396,1
_iaclip00177.png,885,569,1
_iaclip00178.png,595,314,1
_iaclip00179.png,595,314,1
_iaclip00180.png,702,454,2
_iaclip00181.png,1013,514,1
_iaclip00181_zoom90.png,912,463,1
_iaclip00183.png,605,296,2
_iaclip00189.png,476,601,3
_iaclip00190.png,476,456,3
_iaclip00192.png,476,601,3
_iaclip00194.png,16,16,1
_iaclip00195.png,16,16,1
_iaclip00196.png,16,16,1
_iaclip00197.png,16,16,1
_iaclip00198.png,16,16,1
_iaclip00199.png,16,16,1
_iaclip00200.png,16,16,1
_iaclip00201.png,16,16,1
_iaclip00202.png,16,16,1
_iaclip00203.png,16,16,1
_iaclip00204.png,16,16,1
_iaclip00205.png,16,16,1
_iaclip00206_zoom70.png,60,20,1
_iaclip00207.png,208,31,1
_iaclip00207_zoom71.png,148,22,2
_iaclip00208.png,707,510,1
_iaclip00210.png,452,178,1
_iaclip00213.png,1038,490,1
_iaclip00215.png,574,427,1
_iaclip00216.png,430,171,1
_iaclip00217.png,1006,275,1
_iaclip00229_zoom45.png,213,124,1
_iaclip00230_zoom50.png,540,328,1
_iaclip00231.png,689,496,1
_iaclip00231_zoom50.png,344,248,1
_iaclip00232_zoom70.png,325,318,1
_iaclip00233_zoom50.png,372,337,1
_iaclip00234_zoom50.png,264,198,1
_iaclip00235.png,771,783,1
_iaclip00235_zoom50.png,386,392,1
_iaclip00236.png,707,753,1
_iaclip00237_zoom70.png,554,360,1
_iaclip00238_zoom50.png,372,236,1
_iaclip00239_zoom50.png,372,274,1
_iaclip00240_zoom65.png,84,387,1
_iaclip00241_zoom50.png,546,327,1
_iaclip00243.png,694,382,1
_iaclip00244_zoom50.png,326,317,1
_iaclip00245_zoom50.png,326,317,1
_iaclip00246_zoom50.png,326,316,1
_iaclip00247_zoom50.png,325,317,1
_iaclip00248.png,651,281,1
_iaclip00252.png,245,151,1
_iaclip00253.png,334,196,1
_iaclip00254.png,334,201,1
_iaclip00255.png,539,193,1
_iaclip00256.png,369,202,1
_iaclip00264.png,21,21,1
_iaclip00265.png,16,16,1
_iaclip00269.png,511,250,1
_iaclip00273.png,296,230,1
_iaclip00283_zoom50.png,326,317,1
_iaclip00285_zoom50.png,358,316,1
_iaclip00286_zoom50.png,409,308,1
_iaclip00287.png,399,166,1
_iaclip00288_zoom50.png,237,309,1
_iaclip00289_zoom50.png,375,314,1
_iaclip00290_zoom50.png,439,426,1
_iaclip00291_zoom50.png,241,277,1
_iaclip00292_zoom50.png,302,312,1
_iaclip00294_zoom50.png,397,370,2
_iaclip00295_zoom50.png,396,348,1
_iaclip00296.png,939,290,1
_iaclip00297.png,426,166,1
_iaclip00298.png,202,120,1
_iaclip00299_zoom50.png,380,160,1
_iaclip00300.png,487,224,1
_iaclip00301.png,325,175,1
_iaclip00303.png,428,414,1
_iaclip00304_zoom60.png,583,340,1
_iaclip00305_zoom50.png,322,284,1
_iaclip00306.png,706,266,1
_iaclip00308.png,339,261,1
_iaclip00309.png,340,263,1
_iaclip00310.png,428,201,1
_iaclip00311.png,1107,303,1
_iaclip00312.png,524,366,1
_iaclip00313.png,395,564,1
_iaclip00314.png,526,248,1
_iaclip00315.png,401,566,1
_iaclip00316.png,395,564,1
_iaclip00317.png,606,232,1
_iaclip00318.png,22,19,1
_iaclip00319.png,394,563,1
_iaclip00320.png,406,310,1
_iaclip00321.png,394,563,1
_iaclip00322_zoom60.png,647,425,1
_iaclip00323_zoom50.png,682,335,1
_iaclip00324_zoom50.png,609,335,1
_iaclip00329.png,275,138,1
_iaclip00330.png,407,457,1
_iaclip00331.png,471,547,1
_iaclip00332.png,472,516,1
_iaclip00333_zoom50.png,236,259,1
_iaclip00335.png,756,272,1
_iaclip00336.png,769,342,1
_iaclip00337.png,965,272,1
_iaclip00338.png,909,272,1
_iaclip00339.png,691,272,1
_iaclip00358.png,861,596,1
_iaclip00358_zoom90.png,775,536,1
_iaclip00359.png,873,619,1
_iaclip00359_zoom90.png,786,557,1
_iaclip00361.png,569,370,2
_iaclip00362.png,769,486,1
_iaclip00363.png,942,358,1
_iaclip00364.png,548,284,1
_iaclip00365.png,582,257,1
_iaclip00366.png,908,456,1
_iaclip00367.png,533,152,1
_iaclip00368.png,532,294,1
_iaclip00369.png,684,460,1
_iaclip00370.png,534,202,1
_iaclip00373.png,866,556,1
_iaclip00374.png,681,453,2
_iaclip00375.png,1037,486,1
_iaclip00376.png,734,324,1
_iaclip00377.png,898,700,1
_iaclip00378.png,957,470,1
_iaclip00379.png,1078,504,2
_iaclip00380.png,972,618,2
_iaclip00381.png,1214,601,3
_iaclip00382.png,1152,525,2
_iaclip00383.png,1183,419,2
_iaclip00384.png,1292,767,1
_iaclip00385.png,980,653,1
_iaclip00386.png,1043,681,1
_iaclip00387.png,687,476,1
_iaclip00388.png,699,473,1
_iaclip00389.png,1059,542,1
_iaclip00390.png,475,227,1
_iaclip00391_zoom80.png,746,596,1
_iaclip00392.png,1051,640,1
_iaclip00393.png,695,502,1
_iaclip00394.png,863,531,1
_iaclip00396.png,1162,600,1
_iaclip00397_zoom90.png,1129,401,1
_iaclip00399.png,902,497,1
_iaclip00400.png,431,290,1
_iaclip00401.png,429,290,1
_iaclip00402.png,431,293,1
_iaclip00403.png,428,292,1
_iaclip00404.png,1063,610,2
_iaclip00405.png,672,752,1
_iaclip00406.png,1200,800,1
_iaclip00407_zoom90.png,1042,508,1
_iaclip00408.png,585,75,1
_iaclip00409.png,934,633,1
_iaclip00410.png,580,426,1
_iaclip00411.png,544,457,1
_iaclip00412.png,178,517,1
_iaclip00414.png,203,266,1
_iaclip00415.png,754,512,1
_iaclip00416.png,842,445,2
_iaclip00417.png,475,519,1
_iaclip00418_zoom80.png,974,418,1
_iaclip00419.png,483,527,1
_iaclip00420.png,1169,514,1
_iaclip00421.png,475,519,1
_iaclip00422.png,1169,484,1
_iaclip00423_zoom95.png,844,750,1
_iaclip00424.png,717,746,1
_iaclip00425.png,554,324,1
_iaclip00426.png,572,387,1
_iaclip00427.png,574,389,1
_iaclip00428.png,575,389,1
_iaclip00429.png,573,380,1
_iaclip00430.png,608,836,1
_iaclip00432.png,724,590,1
_iaclip00433_zoom90.png,933,298,1
_iaclip00434.png,826,486,1
_iaclip00435.png,887,324,1
_iaclip00436.png,16,16,3
_iaclip00437_zoom80.png,311,318,1
_iaclip00438_zoom80.png,310,318,1
_iaclip00439.png,588,354,1
_iaclip00440.png,695,341,1
_iaclip00441.png,694,341,1
_iaclip00442.png,759,342,1
_iaclip00443.png,679,353,1
_iaclip00444.png,594,313,1
_iaclip00445.png,659,314,1
_iaclip00446.png,1184,342,1
_iaclip00447.png,532,518,1
_iaclip00448.png,1149,441,1
_iaclip00449.png,1050,482,2
_iaclip00450.png,515,298,1
_iaclip00451.png,517,109,1
_iaclip00453.png,1257,221,1
_iaclip00454.png,470,422,1
_iaclip00455.png,470,422,1
_iaclip00456_zoom80.png,633,486,1
_iaclip00457_zoom80.png,636,487,1
_iaclip00458_zoom80.png,630,486,1
_iaclip00459_zoom80.png,637,486,1
_iaclip00460.png,771,712,1
_iaclip00461.png,816,852,1
_iaclip00462.png,327,562,1
_iaclip00463.png,1050,635,1
_iaclip00465.png,689,496,1
_iaclip00466.png,662,520,1
_iaclip00467.png,550,359,1
_iaclip00468.png,531,699,1
_iaclip00470.png,547,829,1
_iaclip00473.png,302,92,1
_iaclip00474.png,216,29,1
_iaclip00475.png,396,210,1
_iaclip00476.png,593,373,1
_iaclip00477.png,288,325,1
_iaclip00478.png,757,733,1
_iaclip00479.png,511,248,1
_iaclip00480.png,1354,657,2
_iaclip00481.png,426,204,1
_iaclip00482.png,380,624,1
_iaclip00483.png,451,394,2
_iaclip00484.png,468,411,1
_iaclip00485.png,440,477,1
_iaclip00486.png,724,488,1
_iaclip00487.png,486,409,1
_iaclip00488.png,570,452,1
_iaclip00489.png,438,290,1
_iaclip00490.png,486,406,1
_iaclip00491.png,486,420,1
_iaclip00492.png,600,600,1
_iaclip00493.png,421,693,1
_iaclip00494.png,154,78,1
_iaclip00495.png,838,605,1
_iaclip00496.png,967,617,1
_iaclip00497.png,313,287,1
_iaclip00498.png,967,614,1
_iaclip00499.png,486,465,1
_iaclip00500.png,486,465,1
_iaclip00501.png,324,351,1
_iaclip00502.png,683,816,1
_iaclip00503.png,341,240,1
_iaclip00504.png,447,465,1
_iaclip00505.png,523,175,1
_iaclip00506.png,22,23,1
_iaclip00507.png,271,150,1
_iaclip00508.png,515,536,1
_iaclip00509.png,589,543,1
_iaclip00510.png,555,528,1
_iaclip00511.png,520,525,1
_iaclip00512.png,651,634,1
_iaclip00513.png,16,16,2
_iaclip00514.png,237,185,1
_iaclip00515.png,462,422,2
_iaclip00516.png,771,263,1
_iaclip00517.png,465,303,1
_iaclip00518.png,400,417,1
_iaclip00519.png,820,131,1
_iaclip00520.png,486,549,1
_iaclip00521.png,486,444,1
_iaclip00522.png,562,507,1
_iaclip00523.png,581,849,1
_iarclip0002.png,1075,577,1
_iarclip0003.png,594,330,1
_iarclip0008.png,680,304,2
_iarclip0009.png,566,260,2
_iarclip0011.png,391,500,1
_iarclip0012.png,394,493,1
_iarclip0013.png,391,240,1
_iarclip0014.png,839,197,1
_iarclip0017.png,847,461,1
_iarclip0031.png,374,312,1
_iarclip0032.png,673,504,1
_iarclip0033.png,123,18,1
_iarclip0034.png,111,16,1
_iarclip0037.png,488,379,1
_iarclip0040.png,249,374,1
_iarclip0049.png,633,399,1
_iarclip0075.png,526,272,1
_iarclip0078.png,765,361,1
_iarclip0079.png,635,236,1
_iarclip0080.png,388,387,1
_iarclip0082.png,349,357,1
_iarclip0083.png,348,175,1
_iarclip0087.png,265,51,1
_iarclip0089.png,643,204,1
_iarclip0090.png,329,308,1
_iarclip0091.png,41,32,2
_iarclip0092.png,268,58,1
_iarclip0093.png,35,35,1
_iarclip0094.png,343,212,1
_iarclip0095_zoom70.png,22,22,2
_iarclip0097_zoom70.png,58,22,1
_iarclip0106.png,314,347,1
_iarclip0108.png,883,471,1
_iarclip0110.png,993,610,1
_iarclip0113.png,949,300,3
_iarclip0114.png,840,408,1
_iarclip0117.png,856,385,1
_iarclip0118.png,1090,538,1
_iarclip0119.png,931,402,1
_iarclip0120.png,950,300,1
_iarclip0121.png,591,320,1
_iarclip0122.png,578,300,1
_iarclip0123.png,578,300,1
_iarclip0128.png,839,586,1
_iarclip0129.png,771,210,1
_iarclip0130.png,868,526,1
_iarclip0131.png,401,317,1
_iarclip0132.png,839,586,1
_iarclip0133.png,773,318,1
_iarclip0134.png,482,199,1
_iarclip0137.png,447,175,1
_iarclip0139.png,1002,449,1
_iarclip0140.png,719,543,1
_iarclip0141.png,973,664,1
_iarclip0142.png,1169,657,1
_iarclip0145.png,1150,282,1
_iarclip0147.png,998,502,1
_iarclip0148.png,941,492,1
_iarclip0154.png,361,153,1
_iarclip0155.png,288,261,1
_iarclip0156.png,746,430,1
_iarclip0157.png,430,432,1
_iarclip0158.png,716,367,1
_iarclip0159.png,471,113,1
_iarclip0160_zoom75.png,498,308,1
_iarclip0162.png,691,337,1
_iarclip0163.png,540,361,1
_iarclip0164.png,963,482,1
_iarclip0165.png,269,188,1
_iarclip0166.png,879,542,1
_iarclip0167.png,879,542,1
_iarclip0168.png,30,29,1
_iarclip0169.png,27,26,1
_iarclip0170.png,26,27,1
_iarclip0171.png,31,28,1
_iarclip0172.png,25,29,1
_iarclip0173.png,29,31,1
_iarclip0174.png,28,30,1
_iarclip0175.png,71,27,1
_iarclip0176.png,29,24,1
_iarclip0177.png,27,30,1
_iarclip0178.png,30,32,1
_iarclip0179.png,65,25,1
_iarclip0180.png,28,24,1
_iarclip0181.png,25,24,1
_iarclip0182.png,21,23,1
_iarclip0183.png,26,26,1
_iarclip0184.png,23,26,1
_iarclip0185.png,950,302,1
_iarclip0186.png,578,300,1
_iarclip0187.png,578,300,1
_iarclip0188.png,686,231,1
_iarclip0189.png,340,149,1
_iarclip0190.png,771,155,1
_imsclip0001.png,551,446,1
_imsclip0002.png,841,541,1
_imsclip0003.png,551,446,1
_imsclip0005.png,913,555,1
_imsclip0006.png,792,439,1
_imsclip0007.png,658,278,1
_imsclip0008.png,654,276,1
_imsclip0009.png,1038,427,1
_imsclip0010.png,791,439,1
_imsclip0011.png,791,439,1
_imsclip0013.png,788,442,1
_imsclip0014.png,447,379,1
_imsclip0016.png,777,226,1
_imsclip0017.png,965,613,1
_imsclip0018.png,966,226,1
_imsclip0019.png,1076,368,1
_imsclip0020.png,1130,613,1
_imsclip0021.png,965,351,1
_imsclip0022.png,1003,524,1
_imsclip0024.png,727,429,1
_imsclip0025.png,792,195,1
_imsclip0026.png,889,223,1
_imsclip0027.png,886,224,1
_imsclip0031.png,365,280,1
_imsclip0032.png,980,619,1
_imsclip0033.png,1128,700,1
_imsclip0034.png,726,563,1
_imsclip0037.png,635,508,1
_imsclip0038.png,887,223,1
_imsclip0039.png,722,413,1
_imsclip0042.png,1028,287,1
_imsclip0043.png,970,611,1
_imsclip0044.png,908,284,1
_imsclip0045.png,1082,635,1
_imsclip0046.png,690,344,1
_imsclip0047.png,687,539,1
_imsclip0048.png,682,412,1
_imsclip0049.png,571,891,1
_imsclip0050.png,1010,299,1
_imsclip0052.png,841,184,1
_imsclip0053.png,624,131,1
_imsclip0055.png,841,183,1
_imsclip0056.png,624,131,1
_imsclip0057.png,610,143,1
_imsclip0058.png,924,231,1
_imsclip0059.png,924,231,1
_imsclip0060.png,1000,165,1
_imsclip0061.png,701,166,1
_imsclip0062.png,773,165,1
_imsclip0063.png,925,343,1
_imsclip0064.png,765,247,1
_imsclip0065.png,772,209,1
_imsclip0066.png,848,209,1
_imsclip0067.png,848,165,1
_imsclip0068.png,924,165,1
_imsclip0070.png,925,165,1
_imsclip0073.png,664,208,1
_imsclip0074.png,550,378,1
_imsclip0076.png,227,304,1
_imsclip0077.png,538,658,1
_imsclip0078.png,324,417,1
_imsclip0079.png,841,217,1
_imsclip0080.png,913,118,1
_imsclip0081.png,739,121,1
_imsclip0082.png,930,289,1
_imsclip0083.png,748,128,1
_imsclip0084.png,943,286,1
_imsclip0085.png,427,125,1
_imsclip0087.png,792,440,1
_imsclip0088.png,288,61,1
_imsclip0089.png,340,50,1
_imsclip0090.png,240,26,1
_imsclip0091.png,232,56,1
_imsclip0092.png,1076,302,1
_imsclip0093.png,924,283,1
_imsclip0094.png,1399,517,1
_imsclip0095.png,781,206,1
_imsclip0096.png,781,206,1
_imsclip0097.png,539,255,2
_imsclip0098.png,780,348,1
_imsclip0099.png,840,209,1
_imsclip0100.png,990,677,1
_imsclip0101.png,994,665,1
_imsclip0102.png,673,86,1
_imsclip0104.png,721,507,1
_imsclip0105.png,542,282,1
_imsclip0106.png,541,332,1
_imsclip0107.png,1080,358,1
_imsclip0108.png,512,146,1
_imsclip0109.png,727,562,1
_imsclip0110.png,229,51,1
_imsclip0111.png,261,59,1
_imsclip0112.png,403,47,1
_imsclip0113.png,189,33,1
_imsclip0114.png,408,66,1
_imsclip0115.png,279,64,1
_imsclip0116.png,257,81,1
_imsclip0117.png,968,610,1
_imsclip0118.png,843,144,1
_imsclip0119.png,842,278,1
_imsclip0120.png,690,173,1
_imsclip0121.png,920,300,1
_imsclip0122.png,291,71,1
_imsclip0123.png,344,54,1
_imsclip0124.png,504,184,1
_intclip0001.png,322,396,1
_intclip0002.png,344,370,1
_intclip0040.png,679,361,1
_intclip0041.png,796,361,1
_intclip0042.png,796,361,1
_intclip0043.png,796,361,1
_intclip0044.png,1067,733,1
_intclip0045_zoom50.png,564,301,1
_ipqclip0001.png,817,279,1
_ipqclip0002.png,821,245,1
_ipqclip0003.png,928,565,1
_ipqclip0004.png,928,546,1
_ipqclip0005.png,452,192,1
_ipqclip0006.png,193,217,1
_ipqclip0007.png,697,801,1
_lpclip0002.png,807,319,1
_lpclip0003.png,808,320,1
_lpclip0004.png,826,428,1
_lpclip0005.png,828,430,1
_lpclip0006.png,807,353,1
_lpclip0007.png,807,353,1
_lpclip0008_zoom50.png,511,290,1
_lpclip0009.png,930,569,1
_lpclip0010.png,751,348,1
_lpclip0011.png,721,388,1
_lpclip0012.png,896,385,1
_lpclip0013.png,750,357,1
_lpclip0014.png,820,334,1
_lpclip0015.png,983,597,1
_lpclip00153_zoom50.png,418,178,1
_lpclip00154_zoom50.png,417,178,1
_lpclip00156_zoom50.png,441,178,1
_lpclip00158.png,826,322,1
_lpclip00159.png,865,357,1
_lpclip0016.png,657,490,1
_lpclip00160.png,882,356,1
_lpclip00161.png,866,357,2
_lpclip00162.png,867,358,1
_lpclip00163.png,889,458,1
_lpclip00164.png,583,364,1
_lpclip00165.png,932,579,1
_lpclip00166.png,531,250,1
_lpclip00167.png,537,230,1
_lpclip00168_zoom50.png,432,118,1
_lpclip00169_zoom50.png,373,139,1
_lpclip0017.png,831,399,1
_lpclip00170_zoom50.png,374,116,1
_lpclip00171_zoom50.png,383,204,1
_lpclip00172_zoom50.png,410,166,1
_lpclip00173_zoom50.png,405,217,2
_lpclip00174.png,1138,486,1
_lpclip00175.png,1197,365,1
_lpclip00176.png,745,128,1
_lpclip00177.png,322,302,1
_lpclip00178.png,322,302,1
_lpclip00179.png,403,410,1
_lpclip0018.png,657,399,1
_lpclip00180.png,354,633,1
_lpclip00181.png,354,151,1
_lpclip00182.png,1070,453,1
_lpclip00183.png,820,466,1
_lpclip00184.png,746,417,1
_lpclip00186.png,1177,705,1
_lpclip00187.png,912,303,1
_lpclip00188.png,822,467,1
_lpclip00189_zoom50.png,722,94,1
_lpclip0019.png,971,419,1
_lpclip00190.png,749,360,1
_lpclip00191.png,719,361,1
_lpclip00192.png,721,337,1
_lpclip00193.png,752,354,1
_lpclip00195.png,737,112,1
_lpclip00196.png,351,536,1
_lpclip00197.png,553,622,1
_lpclip00198.png,536,614,1
_lpclip00199_zoom50.png,322,178,1
_lpclip0020.png,669,413,1
_lpclip00200.png,751,322,1
_lpclip00201.png,751,367,1
_lpclip00202.png,749,344,1
_lpclip00203.png,1067,657,1
_lpclip00204.png,822,334,1
_lpclip00205.png,1033,716,1
_lpclip00206.png,1033,694,1
_lpclip0021.png,963,418,1
_lpclip00210.png,176,819,1
_lpclip00211.png,821,122,1
_lpclip00212.png,350,646,1
_lpclip00213.png,552,621,1
_lpclip00214.png,168,820,1
_lpclip00215.png,822,128,1
_lpclip00216.png,349,644,1
_lpclip00217.png,550,620,1
_lpclip00218.png,891,393,1
_lpclip00219_zoom50.png,342,118,1
_lpclip0022.png,933,443,1
_lpclip00220_zoom50.png,314,93,1
_lpclip00221.png,257,169,1
_lpclip00222.png,288,226,1
_lpclip00223.png,165,125,1
_lpclip00224.png,25,25,1
_lpclip00225.png,345,182,1
_lpclip00226.png,88,148,1
_lpclip00227.png,87,167,1
_lpclip00228.png,159,485,1
_lpclip00229.png,820,143,1
_lpclip0023.png,913,485,1
_lpclip00230.png,335,639,1
_lpclip00231.png,536,614,1
_lpclip00232.png,387,500,1
_lpclip00233.png,813,695,1
_lpclip00234.png,521,101,1
_lpclip00235.png,509,137,1
_lpclip00236.png,509,94,1
_lpclip00237.png,546,306,1
_lpclip00238.png,815,325,1
_lpclip00239.png,816,289,1
_lpclip0024.png,918,754,1
_lpclip00240.png,306,459,1
_lpclip00241.png,317,108,1
_lpclip00242.png,813,695,1
_lpclip00243.png,532,206,1
_lpclip00244.png,510,110,1
_lpclip00245.png,813,695,1
_lpclip00246.png,252,464,1
_lpclip00247.png,252,588,1
_lpclip00248.png,249,304,1
_lpclip00249.png,280,493,1
_lpclip0025.png,733,343,1
_lpclip00250.png,726,486,1
_lpclip00251.png,223,387,1
_lpclip00252.png,762,676,1
_lpclip00253.png,513,91,1
_lpclip00254.png,510,270,1
_lpclip00255.png,511,72,1
_lpclip00256.png,509,125,1
_lpclip00257.png,510,84,1
_lpclip00258.png,501,200,1
_lpclip00259.png,501,200,1
_lpclip00260_zoom50.png,518,334,1
_lpclip00261_zoom50.png,519,334,1
_lpclip00262_zoom50.png,519,332,1
_lpclip00263.png,354,296,1
_lpclip00264.png,296,489,1
_lpclip00265.png,359,295,1
_lpclip00266.png,501,212,1
_lpclip0027.png,618,186,1
_lpclip0030.png,969,655,1
_lpclip0031.png,356,87,1
_lpclip0032_zoom50.png,522,254,1
_lpclip0034.png,1270,694,1
_lpclip0035.png,1068,500,1
_lpclip0036.png,822,385,1
_lpclip0037.png,1059,223,1
_lpclip0038.png,1059,223,1
_lpclip0039.png,663,421,1
_lpclip0040.png,823,366,1
_lpclip0041.png,820,333,1
_lpclip0042.png,820,333,1
_lpclip0043.png,1054,450,1
_lpclip0044.png,867,369,1
_lpclip0046_zoom50.png,441,224,1
_lpclip0049_zoom50.png,507,78,1
_lpclip0052_zoom50.png,284,105,1
_lpclip0053_zoom50.png,476,186,1
_lpclip0054_zoom50.png,284,105,1
_lpclip0056_zoom50.png,545,98,1
_lpclip0057.png,559,204,1
_lpclip0059_zoom50.png,424,129,1
_lpclip0060_zoom50.png,424,86,1
_lpclip0061_zoom50.png,342,118,1
_lpclip0062_zoom50.png,482,170,1
_lpclip0063_zoom50.png,464,170,1
_lpclip0064_zoom50.png,324,140,1
_lpclip0066.png,436,85,1
_lpclip0067.png,257,49,1
_lpclip0068.png,195,47,1
_lpclip0069.png,927,329,1
_lpclip0070.png,755,226,1
_lpclip0071.png,846,270,1
_lpclip0072.png,838,270,1
_lpclip0073.png,507,269,1
_lpclip0074.png,849,272,1
_lpclip0075.png,847,270,1
_lpclip0076.png,841,270,1
_lpclip0077.png,821,270,2
_lpclip0078.png,835,319,2
_lpclip0079.png,838,269,2
_lpclip0080.png,835,269,2
_lpclip0090_zoom50.png,294,156,1
_lpclip0091_zoom50.png,294,188,1
_lpclip0092_zoom50.png,294,130,2
_lpclip0093.png,376,137,1
_lpclip0095_zoom50.png,528,240,1
_lpclip0096_zoom50.png,236,185,1
_lpclip0097_zoom50.png,407,145,1
_lpclip0098_zoom50.png,457,106,1
_lpclip0099.png,538,84,1
_lpclip0101.png,469,294,1
_lpclip0102.png,469,294,1
_lpclip0103.png,469,294,1
_lpclip0104.png,597,418,1
_lpclip0105.png,1181,547,1
_lpclip0106.png,597,418,1
_lpclip0107.png,746,455,1
_lpclip0108.png,994,382,1
_lpclip0109.png,990,378,1
_lpclip0110.png,447,603,1
_lpclip0111.png,479,365,1
_lpclip0112.png,332,263,1
_lpclip0113.png,471,369,1
_lpclip0116.png,408,291,1
_lpclip0117.png,408,291,1
_lpclip0118.png,332,422,1
_lpclip0119.png,497,332,1
_lpclip0123.png,610,434,1
_lpclip0124.png,415,328,1
_lpclip0125.png,291,476,1
_lpclip0126.png,392,476,1
_lpclip0127.png,1063,525,1
_lpclip0128.png,379,360,1
_lpclip0129.png,688,476,1
_lpclip0130.png,688,476,1
_lpclip0131.png,1139,630,1
_lpclip0132.png,553,488,1
_lpclip0133.png,946,601,1
_lpclip0134.png,485,235,1
_lpclip0135.png,483,361,1
_lpclip0137.png,947,616,1
_lpclip0138.png,1005,641,1
_lpclip0139.png,898,317,1
_lpclip0140.png,898,259,1
_lpclip0141_zoom50.png,364,174,1
_lpclip0142_zoom50.png,432,126,1
_lpclip0143_zoom50.png,271,360,1
_lpclip0144_zoom50.png,439,190,1
_lpclip0145.png,579,170,1
_lpclip0146.png,854,562,1
_lpclip0147.png,736,333,1
_lpclip0150.png,725,478,1
_lpclip0151.png,447,210,1
_lpclip0152.png,725,531,1
_mceaclip0005.png,588,224,1
_mceaclip0011.png,552,411,1
_mceaclip0012.png,552,411,1
_mceaclip0015.png,271,134,1
_mceaclip0016.png,610,549,1
_mceaclip0020.png,658,509,1
_mceaclip0021.png,589,548,1
_mceaclip0022.png,696,541,1
